title,perex,label
"Tennis - WTA - Strasbourg - Chloé Paquet : « C&#039;est ma plus belle victoire » lors du tournoi de Strasbourg","Qualifiée pour le deuxième tour des Internationaux de Strasbourg,...",Reaction
"Oslava titulu i loučení. Nahradit Allegriho bude těžké, ví Nedvěd","Velký večer v neděli prožil fotbalový Juventus. Turínský celek převzal pohár pro šampiona italské soutěže, fanoušci se zároveň rozloučili s koučem Massimilianem Allegrim. Ten překvapivě ohlásil konec na lavičce slavného klubu. Kdo jej nahradí, je nejasné. Pavel Nedvěd ví, že najít vhodného adepta nebude vůbec jednoduché.",Reaction
Sågningen: ”Man kunde ta ut får där”,"GÖTEBORG. Hammarby spelade 0-0 mot IFK Göteborg - och fick David Fällman skadad och Nikola Djurdjic utvisad. Efteråt var Djurdjic förbannad på Ullevis underlag. - Jag har aldrig sett så högt gräs i Sverige tidigare, jag förstår inte varför man inte klipper det?, säger han.",Reaction
Optimistisk Brøndby-træner: OB havde nok afskrevet os,"Brøndby hentede mandag aften en 4-1-sejr over FC Midtjylland i næstsidste runde af Superligaens mesterskabsspil.
Det betyder, at de blågule kan se frem til en særdeles afgørende kamp i Odense mod OB p…",Reaction
Roger Federer SNUBBED as Novak Djokovic names three French Open favourites,NOVAK DJOKOVIC has snubbed Roger Federer when picking his three favourites to win the French Open.,Reaction
"Leijonien hyökkääjältä paljonpuhuva tunnustus Saksa-tappiosta: &quot;Emme lyöneet kaikkea likoon&quot;","Harri Pesonen myönsi, että Suomen asenteessa oli Saksa-ottelussa parannettavaa.",Reaction
"Švýcaři mají dobrý tým a nejsou žádný outsider. Hráli jsme dobře až od druhé třetiny, řekl útočník Kovář","Čeští hokejisté zakončili základní skupinu mistrovství světa výhrou. Švýcarsko porazili 5:4 a posunuli se zatím na druhém místo tabulky. Jestli na něm zůstanou, určí až večerní utkání Ruska se Švédskem. „Asi si to s kluky pustíme a budeme to sledovat,&quot; řekl po zápase se Švýcarskem reportérovi Radiožurnálu Sport útočník Jan Kovář.",Reaction
"Moses Relishes Fenerbahce Loan Spell,  Coy On Future Plan","Victor Moses is relishing every moment of his loan spell with Turkish giants Fenerbahce but remains coy on his future at the club, Completesports.com reports. Moses linked up with the former Turkish champions on an 18-month loan deal from Chelsea in January after struggling for regular playing time at the London club. There are reports […]
The post Moses Relishes Fenerbahce Loan Spell, Coy On Future Plan appeared first on Complete Sports.",Reaction
"Nationals&#039; Adam Eaton calls Mets&#039; Todd Frazier &#039;very childish&#039; as long-running feud intensifies","The veterans&#039; beef dates back to when they were teammates",Reaction
"Tennis - Roland-Garros - Timea Bacsinszky, le retour gagnant","A 29 ans, Timea Bacsinszky, double demi-finaliste du Grand Chelem parisien (2016-2017) est obligé de passer par les qualifications cette année...",Reaction
Sieg über Finnland: Angestachelter Draisaitl dreht das Spiel,Auf die Worte vom Bundestrainer reagierte NHL-Topstar Leon Draisaitl mit seiner Extraklasse. Einen Tag nach der dezenten Kritik von Toni Söderholm zeigte der Weltklasse-Stürmer der Edmonton Oilers bei der Eishockey-WM beim 4:2 gegen Finnland seine bislang beste Turnierleistung und führte das deutsche Team auf Platz drei. In Bratislava wartet am Donnerstag nun Tschechien (16.15 Uhr/LIVE! bei kicker.de).,Reaction
"Lachende Slutsky: &#039;Het zijn net pinguïns, hopelijk worden het nog honden&#039;","Vitesse loopt op zijn tenen tijdens de laatste weken van het seizoen, maar zal in &amp;eacute;&amp;eacute;n week tijd nog twee keer flink aan de bak moeten. De Arnhemmers ontdeden zich dinsdagavond van FC Groningen en spelen op 24 en 28 mei in de finale van de play-offs.",Reaction
"Косовский: Десна – очень хорошая, обученная команда",Главный тренер Ворсклы Виталий Косовский — о матче против Десны (1:0).,Reaction
"Foot - L2 - PFC - Mecha Bazdarevic, après PFC - Lens : «La fraîcheur et un peu de lucidité nous ont fait défaut»","Mecha Bazdarevic, entraîneur du Paris FC, avait quelques regrets...",Reaction
Foot - L2 - Lens - Guillaume Gillet : « Je suis surexcité »,"Guillaume Gillet voulait se charger du cinquième tir au but, qui a...",Reaction
"Simon nasbíral tři body a dal ""tichý gól"". Ani jsem nevěděl, že je puk v bráně, řekl","Na ledě jsou i nápadnější hráči, ale centr prvního českého útoku předvádí stabilní výkony a nyní už je šestý neproduktivnější muž mistrovství světa. Dominik Simon proti Švýcarsku při vítězství 5:4 zaznamenal dvě asistence a dal ""tichý gól"", na který neměl od publika okamžitou odezvu. Nejasná situace se totiž zkoumala na videu. Není to poprvé, co se nachomýtl do gólového souboje s brankářem.",Reaction
"Jsem strašně rád, že nemusíme do Košic, těšilo Ruttu. Švýcaři to Čechům dle něj usnadnili","Byl to gól, který mu udělal dvojitou radost. Nejenže Jan Rutta gólem při power-play do prázdné branky v čase 58:33 rozhodl o výhře Čechů nad Švýcarskem 5:4, ale zároveň zajistil, že reprezentace zůstane pro čtvrtfinále v Bratislavě. Osmadvacetiletý obránce Tampy Bay nyní doufá, že národní tým dokáže na dobrý výkon navázat i v další fázi turnaje.


Zdroj: https://sport.ceskatelevize.cz/clanek/hokej/ms/ms-2019/jsem-strasne-rad-ze-nemusime-do-kosic-tesilo-ruttu-svycari-to-cechum-dle-nej-usnadnili/5ce42c06fccd259ea4acf94c",Reaction
"Jágr si potrénuje a spí. Nebudu jako on, říká slovenská hvězda. Zažil pohádku na závěr kariéry","Radost se musela mísit se smutkem. Konec to byl jako z pohádky, předcházel tomu ale trpký příběh. Útočník Ladislav Nagy zažil se Slováky na hokejovém MS hořké koncovky v zápasech s Kanadou či Německem, předčasnou jistotu konce ve skupině, ale nakonec i vítěznou tečku s Dány. Prakticky bezvýznamnou. Ale pomohl k ní značně. Asistencí a proměněním rozhodujícího nájezdu.",Reaction
"Dojemné loučení! Stačilo, hlásí 39letý Nagy. Emoce držel v sobě","Utkání s Dánskem nebylo jen o loučení slovenského týmu s domácím šampionátem. Poslední zápas v kariéře odehrál Ladislav Nagy, symbolicky v mateřských Košicích.",Reaction
Lowry scores 25 as Raptors even up series against Bucks with 120-102 win,"Kyle Lowry had 25 points, a limping Kawhi Leonard had 19, and the Toronto Raptors beat the Milwaukee Bucks 120-102, tying the Eastern Conference finals series at two wins apiece.",Reaction
"Už to mělo náboj čtvrtfinále, říká Kubalík. V čem vidí sílu týmu?","Dominik Kubalík si proti Švýcarsku opět vylepšil statistiky, dával totiž gól na 4:2. Po sedmi zápasech na turnaji má už čtyři branky a šest asistencí. A pomohl tak přiblížit český tým ke skvělé výchozí pozici pro čtvrtfinále!",Reaction
"Gudas po generálce na play off: Všichni makáme, nikdo nehraje na svoje triko","Sedm zápasů v základní skupině, šest vítězství. Bilance českých hokejistů na šampionátu je výborná, do play off půjdou s dobrým větrem v plachtách. Reprezentanti v generálce skolili Švýcary, ale měli to o prsa. ""Je dobře, že jsme před čtvrtfinále narazili na silného soupeř,"" kvituje obránce Radko Gudas.",Reaction
"Češi jsou rádi, že se před čtvrtfinále nestěhují do Košic. ‚Je to starost navíc,‘ vysvětluje Voráček","Ještě pár minut před koncem to nebylo tak jasné, ale gól do prázdné branky Švýcarům na 5:4 spoluzařídil to, že se Češi na hokejovém mistrovství světa nemusí stěhovat na čtvrtfinále do Košic. Na východě Slovenska odehrají ve čtvrtek svá čtvrtfinálová utkání Kanada se Švýcarskem a Finsko se Švédskem. V Bratislavě nastoupí Rusko proti USA a po nich se v hale Ondreje Nepely utká od 20.15 český tým s Německem",Reaction
Grönborgs ilska mot SVT-profilen – efter förnedringen i hockey-VM,"Sverige blev förnedrade av Ryssland. Därefter surnade Rikard Grönborg till rejält mot Marie Lehmann i SVT:s studio. – Jag kände att jag ställde relevanta frågor, säger Lehmann till Expressen. Tre Kronor hade en blytung dag på ...
The post Grönborgs ilska mot SVT-profilen – efter förnedringen i hockey-VM appeared first on Sportbibeln.",Reaction
Γιάννης: «Δεν θα χάσουμε την αυτοπεποίθηση μας» (vid),Οι Μιλγουόκι Μπακς ηττήθηκαν από τους Τορόντο Ράπτορς και ο Γιάννης Αντετοκούνμπο μίλησε για την εμφάνιση των «ελαφιών» τονίζοντας πως δεν θα χάσουν την αυτοπεποίθηση τους.,Reaction
"Yost: &#039;We were putting pressure on them every inning&#039;",Ned Yost liked how the Royals fought in the second part of a doubleheader against the Cardinals.,Reaction
Vlad Guerrero Jr. continues home run tear in tough Blue Jays loss,"If you watch 13 innings of baseball, you’ll see some things. Including the best prospect in baseball hitting another big home run.
The post MLB Live Tracker: Blue Jays vs. Red Sox appeared first on Sportsnet.ca.",Reaction
Stoprocentní exekutor Souček po historickém doublu: Liga mistrů se Slavií by byla nejvíc,"Ve 37. minutě finálového utkání Českého poháru si postavil míč na značku pokutového kopu a chladnokrevně nasměroval Slavii k zisku druhé tuzemské trofeje během několika dnů. Defenzivní záložník Tomáš Souček si po vítězství 2:0 nad Baníkem Ostrava pochvaloval svou veleúspěšnou bilanci z &quot;bílého bodu&quot; a zároveň skvělou sezonu sešívaných s puncem doublu, na který dosáhli po dlouhých 77 letech.",Reaction
"Rozhodčí byli příliš úzkoprsí, kritizoval Páník Barošovo vyloučení z lavičky","Hrubé nesportovní chování, poškození vybavení hřiště – verdikt hlavního rozhodčího pohárového finále Petra Ardeleanua. Závěr: červená karta pro hvězdu Baníku Ostrava Milana Baroše. Úzkoprsost – takový byl zase pohled trenéra ostravského klubu Bohumila Páníka. Výsledek: Slavia vstřelila z penalty gól, pak přidala druhý a slaví double.",Reaction
"Na tuto sezonu určitě nikdy nezapomenu, řekl po vítězství v lize i domácím poháru šťastný Souček","Během čtyř dnů hráli fotbalisté Slavie dvakrát proti Ostravě a vždy se po utkání radovali ze zisku trofeje. Po ligové bezbrankové remíze na hřišti soupeře a mistrovském titulu, vyhráli Pražané ve finále domácího poháru 2:0. Po 77 letech tak Slavia slaví double.",Reaction
Reacția lui Darius Olaru după ce a semnat cu FCSB și ce a spus despre Edi Iordănescu,"VIDEO Gaz Metan - Voluntari 4-0. Darius Olaru a fost cel mai bun jucător al Mediașului în partida cu Volunatari. Proaspăt transferat de FCSB, Olaru a scos un penalty și a marcat și golul de 3-0, pentru echipa lui Edi Iordănescu. Darius Olaru va rămâne rămâne la Mediaș până la iarnă.",Reaction
"Voluntari, învinsă categoric de Gaz Metan, dar Cristiano Bergodi pune punctul pe &quot;i&quot;: &quot;Oamenii uită de unde am plecat&quot;","Voluntari nu a rezistat în faţa celor de la Gaz Metan. A suferit o înfrângere drastică în etapa cu numărul 12 din play-out, pe terenul celor de la Mediaş. A fost 4-0 pentru băieţii pregătiţi de Edi Iordănescu, dar gruparea lui Cristiano Bergodi continuă să respire &quot;aer de Liga 1...",Reaction
Říha postup oslaví pivem: Vrána mimo? Naše tahy jsou promyšlené,"Dá si pivko, na chvíli si vyčistí hlavu. První velký úkol na MS trenér Miloš Říha splnil, dotáhl Česko do semifinále hokejového šampionátu. S Německem se národní tým dvě třetiny trápil, do pohody ho hodila až trefa kapitána Jakuba Voráčka. Pak už se to rozjelo. ""Kuba se snažil, chtěl to rozhodnout. První lajně to nešlo, ale počkala si na tu chvíli,“ líčil kouč po výhře 5:1.  

Více na https://isport.blesk.cz/clanek/hokej-reprezentace-ms-v-hokeji-2019/363916/riha-postup-oslavi-pivem-vrana-mimo-nase-tahy-jsou-promyslene.html",Reaction
"Fischer: &quot;Ich finde diese Regel komisch&quot;",Die Leistung von Union Berlin hat Eindruck hinterlassen: Nach dem 2:2 im Relegations-Hinspiel herrschte bei den Beteiligten Zuversicht - der Traum vom ersten Bundesliga-Aufstieg der Vereinsgeschichte lebt mehr denn je. Ganz ohne Wermutstropfen ging es dann aber doch nicht zurück nach Köpenick.,Reaction
Här lämnar spelarna – efter fiaskot i VM,"KOSICE. Sverige åkte ur VM efter kvartsfinalförlust mot Finland.Mindre två timmar efter fiaskot lämnade laget VM-staden.– Nu vill jag bara åka hem och krama familjen, säger förbundskapten Rikard Grönborg.",Reaction
"Medailový sen je blízko! Všichni to strašně chceme, burcuje Kubalík","„Hrozně těžký. První půlka byla vyrovnaná, my jsme se snažili být trpěliví. Ze začátku jsme se snažili přes ně chodit středem, oni tam ale byli hrozně kompaktní, ujížděli nám pak do brejků. Museli jsme svou hru trochu změnit, jsem rád, že jsme to zvládli.“",Reaction
"Kubalík nadchl skvostnou ranou. Chtěl jsem jen udělat buly, zavřel oči a vystřelil, říká","Pět gólů a šest asistencí. Taková je bilance Dominika Kubalíka na letošním světovém šampionátu. Šikovný křídelník hraje na bratislavském ledě ve velké pohodě a pro soupeře představuje permanentní hrozbu. Skoro v každém zápase se zapsal do statistik, ostatně jeho pohodu pocítili ve čtvrtfinále i Němci, kterým vstřelil důležitý třetí gól.

",Reaction
"Sbohem zlatý hattricku! Nemůžeme být na sebe pyšní, řekl kapitán Švédů","Švédský sen o zisku třetího titulu za sebou je pryč. Obhájcům zlata jej rozmetali v Košicích s buldočí houževnatostí hrající Finové, kteří přitom měli v sestavě pouhé dva hokejisty z NHL, zatímco Tre Kronor vyrukovalo s 21 posilami ze zámoří.

",Reaction
"Palát se konečně dočkal! Musel mi nakonec pomoct odraz, usmíval se po čtvrtfinále","Konečně se dočkal. Útočník Ondřej Palát dal svůj premiérový gól na světovém šampionátu a lepší chvíli si pro protrhnutí střelecké smůly nemohl vybrat. V klíčovém čtvrtfinále střelou mezi Grubauerovy betony definitivně položil Němce na lopatky.

",Reaction
"Kovář si po postupu oddechl. Žádná euforie, nepodali jsme dobrý výkon, říká","Stal se jedním z opěvovaných hrdinů čtvrtfinálové bitvy. Útočník Jan Kovář vstřelil Němcům vedoucí gól, u třetího asistoval a triumf ještě v závěru potvrdil střelou do prázdné branky. Po postupu do semifinále mistrovství světa cítil devětadvacetiletý hokejista velkou úlevu, protože na výhru se český národní tým nadřel.

",Reaction
"Kluci se za mě postavili. O tom je týmový sport, cení si Bartošák","(BRATISLAVA, od našeho zpravodaje) Celý zápas chytal výtečně. Patrik Bartošák udělal jedinou chybu v 38. minutě – kdy špatně rozehrál za brankou a Němci kvůli tomu vyrovnali na 1:1.

",Reaction
"Promeškaná příležitost. Měli jsme pár dobrých šancí, posteskl si trenér Němců ","Řada českých fanoušků se možná zaradovala, když výsledky v základních skupinách přihrály hokejistům se lvíčkem na prsou do čtvrtfinále soupeře z nejschůdnějších. Aspoň podle papírových předpokladů. Na ledě to ale dlouho bylo velké drama. 

",Reaction
"Bartošák: Je to týmový sport, proto si zaváhání nebudu vyčítat","Brankář hokejové reprezentace Patrik Bartošák byl i přes zaváhání během čtvrtfinále mistrovství světa proti Německu znovu oporou. Chybu ze druhé třetiny odčinil, navíc jeho spoluhráči se postarali čtyřmi góly ve třetí části o to, aby se na ni mohlo zapomenout.

",Reaction
Tre Kronors VM-facit  – det sämsta på 28 år,KOSICE. Tre Kronor hade tidernas NHL-tätaste lag och chansen att ta tredje raka guldet.Mot Finland i kvartsfinalen tog det stopp. En av anledningarna bakom misslyckandet är antalet mål laget släppt in bakåt.26 insläppta är sämsta facit på 28 år.,Reaction
Kaapo Kakko villiintyi Ruotsi-ottelun jälkeen: ”Ottakaa se Manninen!”,"Sakari Manninen keräsi Ruotsia vastaan tehot 1+3, mutta oli tuttuun tapaansa nöyrä loppuun saakka. Aiemmin Slovakian MM-turnauksessa Kaapo Kakko on pelien jälkeen joutunut piiritettäväksi hyvien otteidensa myötä, mutta Ruotsi-ottelussa tehopisteiden valossa yksi oli ylitse muiden. Sakari Manninen kaatoi Ruotsin jatkoaikamaalilla ja keräsi sitä ennen kolme syöttöpistettä. – Huikea peli, mutta ottakaa se Manninen! ensimmäisten joukossa haastattelupisteelle saapunut Kakko sanoi pelin jälkeen.",Reaction
"Leijonat teki Henrik Lundqvistista reikäjuustoa - näin hän kommentoi Ruotsin katastrofia: ”En tiedä, mitä tapahtui”","Suomi heivasi Ruotsin laulukuoroon jääkiekon MM-kilpailuissa. Ruotsi lähti MM-puolivälierään suurena suosikkina, mutta Leijonien yhtenäisyys oli myrkkyä tähtisikermälle. Suomen tehtävän onnistumista helpotti Henrik Lundqvistille osunut synkkä päivä. New York Rangersin mies oli torstai-illan trillerissä hyvin kaukana parhaasta tasostaan.",Reaction
Finska toksågningarna av Tre Kronor efter skrällen i natt: ”Ett hån mot hockeyn”,"Finland hade bara två NHL-spelare med slog ut Sverige. I natt sågades Tre Kronor längs fotknölarna i grannlandet. ”I rinken var svenskarna bekväma miljonärer”, skriver Iltalehtis krönikör Harri Laiho. ”Sveriges prestation var ett hån mot ...
The post Finska toksågningarna av Tre Kronor efter skrällen i natt: ”Ett hån mot hockeyn” appeared first on Sportbibeln.",Reaction
Okan Buruk kalacak mı? Açıkaldı,"Çaykur Rizespor Teknik Direktörü Okan Buruk, Trabzonspor mağlubiyetinin ardından, &quot;Taraftarımızdan özür diliyorum&quot; dedi.",Reaction
"Mecnun Otyakmaz: &quot;Hakan Keleş kararını sonra vereceğiz&quot;","Demir Grup Sivasspor Başkanı Mecnun Otyakmaz, Galatasaray galibiyetinin ardından yaptığı açıklamada, &quot;Hakan Keleş ve sözleşmesi biten oyuncular ile devam edip etmeyeceğimize yönetim kurulu toplantısından sonra karar vereceğiz&quot; dedi.",Reaction
"Slutsky schrikt van Vitesse: &#039;Nog nooit zo&#039;n vermoeide ploeg gezien&#039;",Leonid Slutsky merkt zijn dat spelers het erg zwaar hebben in de laatste fase van het seizoen.,Reaction
"Kapitán Fínska vyzdvihol tímovú hru, brankár Lankinen je počas celých MS v hokeji 2019 skvelý","Aj vďaka triumfu nad Rusmi Fíni veria, že by sa mohli stať majstrami sveta. BRATISLAVA … Čítať ďalej",Reaction
"Měli jsme si to uhrát dřív, notovali si příbramští Matoušek s Rezkem","Byli blízko tomu, aby se vyhnuli baráži. Domácí vítězství 3:2 nad Duklou v závěrečném pátém nadstavbovém kole však fotbalistům Příbrami nakonec nestačilo, protože Bohemians 1905 uhráli potřebnou remízu 1:1 s Opavou. Ofenzivní duo Jan Rezek - Jan Matoušek mrzelo, že &quot;Klokani&quot; se zachránili až gólem z páté minuty nastavení, ale shodlo se, že středočeský nováček si mohl příslušnost mezi elitou zajistit sám už mnohem dříve.",Reaction
"Výhra? Byla k ničemu, štvalo Rezka. Baráž s Brnem rozhodne hlava","Dokázali ze 1:2 zápas s Duklou otočit na 3:2 a do poslední chvíle věřili Příbramští, že Opava vyhraje v Ďolíčku. Nakonec se však Jan Rezek a jeho spoluhráči dozvěděli, že Bohemians na poslední chvíli vyrovnali. Příbram se tak baráži s Brnem nevyhne. „Mrzí nás to hodně,“ hlesl zkušený záložník. „Na druhou stranu půjdeme do baráže s větším sebevědomím, že jsme poslední zápas vyhráli,“ dodal hned vzápětí.",Reaction
"Necítím se jako spasitel, řekl kapitán Bohemians Jindřišek","Necítím se jako spasitel, řekl kapitán Bohemians Jindřišek.",Reaction
"Frolík burcuje: Bolí to, ale pořád je o co hrát! V obraně musíme být lepší","Nebylo mu moc do řeči. I když on předtím zářil, hlavně ve spojení s Jakubem Voráčkem, proti Kanaďanům se neprosadil. Podobně jako celý tým. „Bolí to, ale pořád visí ve vzduchu medaile. Musíme ji zkusit získat,“ říkal útočník Michael Frolík po porážce od zámořské velmoci. V Bratislavě v roce 2011 získal bronz, teď se pokusí o to samé. I když bylo těžké vstřebat, že zlatý sen vyprchal…

Více na https://isport.blesk.cz/clanek/hokej-reprezentace-ms-v-hokeji-2019/364011/frolik-burcuje-boli-to-ale-porad-je-o-co-hrat-v-obrane-musime-byt-lepsi.html",Reaction
"To finále nám pořád nějak uniká, smutní Frolík. Co zlepšit na Rusy?","Česká reprezentace se vyrovnává s dalším semifinálovým zklamáním. Do finále se národní tým podíval naposledy v roce 2010. „Pořád je ale ještě o co hrát,"" říká Michael Frolík po porážce s Kanadou.",Reaction
"Říha: Chybějící góly? Český hokej má problém jinde. Kde, to neřekl","Uznal převahu protivníka. Ve všech klíčových aspektech hry. Hned po prohraném semifinále s Kanadou se trenér Miloš Říha začal koncentrovat na nedělní partii s Ruskem o třetí místo. Sestavu nejspíš vrátí do původní podoby, otazník je nad zraněným obráncem Michalem Moravčíkem. Zisk bronzu považuje za důležitou věc pro celý český hokej. „Na placku čekáme dlouho,“ uvědomuje si kouč.

Více na https://isport.blesk.cz/clanek/hokej-reprezentace-ms-v-hokeji-2019/364013/riha-chybejici-goly-cesky-hokej-ma-problem-jinde-kde-to-nerekl.html",Reaction
"Možná jsme mohli hrát ošklivější hokej, ví Simon. A teď pro bronz!","Čeští hokejisté na velkém turnaji zase nezvládli semifinále, na MS v Bratislavě podlehli Kanadě až příliš krutě 1:5 a v neděli je čeká boj o bronz s Ruskem.",Reaction
Říha: Koncovka? Český hokej má problém jinde. S Rusy to bude jako o zlato,"Až dosud se dařilo, český národní tým padl na turnaji jen ve skupině s Rusy. Teď mají hokejisté na pažbě druhou porážku a je pořádně trpká. Semifinále skončilo krachem, Kanaďané byli lepší. Především v koncovce, která národní tým ve vypjatých bitvách trápí delší dobu.",Reaction
"Finové si zase v Bratislavě vyšlápli na Rusy. Musíme udělat ještě jeden krok, velí obr Antilla","Finsko zažívá vítězné déjà vu. Stejně jako před osmi lety vyřadili Suomi na mistrovství světa v semifinále ruskou reprezentaci. Tehdy 3:0, nyní 1:0. Podstatné je, že sborné opět nedovolili vstřelit gól. Zatímco Rusové procházeli se sklopenou hlavou mixzónou a odmítali rozhovory, Finové si užívali minuty slávy včetně hrdinů Marko Antilly a brankáře Kevina Lankinena.",Reaction
Finský démon v brance: Životní zápas! Porazit nabité Rusy je úžasné,"Předvedl nejlepší gólmanský výkon tohoto mistrovství. Brankář Kevin Lankinen vynuloval hvězdný tým Ruska a zajistil podceňovaným Finům senzační postup do finále. „Věříme si, věříme sami v sebe. Nedíváme se okolo, co o nás říkají ostatní. V neděli si dojdeme pro zlato,“ zářil po utkání 24letý gólman, který si připsal celkem 32 úspěšných zákroků.",Reaction
Expert Šejba po hořkém semifinále: Zklamání. Naši lídři nebyli vidět,"Žádné drama, všechno bylo jasné. Kanada měla semifinále s Českem pod kontrolou. Od začátku do konce, vyhrála 5:1 a zahraje si v neděli o zlato. Národní tým čeká bitva o bronz s Ruskem. „Je to zklamání, ale Kanada nám ukázala kvalitu,“ glosoval zápas Jiří Šejba, expert isport.cz a deníku Sport. Zarazilo ho, že nejlepším českým hráčem byl Tomáš Zohorna, hvězdy nebyly vidět.",Reaction
Efter alla hån – nu svarar finska laget,"BRATISLAVA. Finland kallades för det ”sämsta laget någonsin”. I sitt eget land.Nu är de finska lejonen klara för final i ishockey-VM. – Vi fick energi och ville visa dem att de hade fel, säger Toni Rajala om rubrikerna innan VM.",Reaction
"Zachránce Bohemians Jindřišek: Nechtějte slyšet, co mi po tom gólu kluci nabízeli","Před týdnem rozhodl Josef Jindřišek gólem o výhře 1:0 v Karviné. V posledním kole nadstavbové skupiny o záchranu s Opavou zařídil trefou ve čtvrté minutě nastavení remízu 1:1. Ta &quot;Klokanům&quot; na poslední chvíli zajistila záchranu a odvrátila baráž. Roli spasitele však osmatřicetiletý kapitán Bohemians odmítá.",Reaction
"Жерар Пике: «Не думаю, что есть какие-то оправдания. «Барселона» должна выигрывать все, тем более у «Валенсии»",Защитник «Барселоны» Жерар Пике прокомментировал поражение от «Валенсии» (1:2) в финале Кубка Испании.,Reaction
Τι είπε ο Λέοναρντ στον Γιάννη μετά το Game 6! (photos),"Κορυφαία στιγμή μετά το φινάλε του Ράπτορς – Μπακς, με…",Reaction
"Spasitel Klokanů Jindřišek: Absolutní euforie! Všichni řvali, líbali mě. A nechtějte slyšet, co mi říkali","Spasitel, zachránce, Blanický rytíř. Fotbalisté a fanoušci Bohemians 1905 velebí kapitána Josefa Jindřiška. Před týdnem zařídil výhru v Karviné, v sobotu brankou „last minute&amp;quot; odvrátil pád zelenobílých do sestupové baráže. Stáli od něj necelých 60 vteřin, s Opavou v sobotním závěrečném utkání skupiny o záchranu ještě v 94. minutě prohrávali 0:1...",Reaction
"Krytykowany Kovac z podwójną koroną w Niemczech. &quot;Siła mentalna kluczem do sukcesu&quot;","Zabrakło znakomitego wyniku na arenie międzynarodowej, ale są dwa tytuły w kraju. Bayern Monachium najpierw został mistrzem Bundesligi, a w sobotę zdobył Puchar Niemiec. Wydaje się, że po tym sukcesie trener Niko Kovac może spokojnie patrzeć w przyszłość.",Reaction
"HAPUD VIINAMARJAD? Venemaa hokikrahhi liikmed: Soome oli kehv, nad võitsid tänu õnnele",Eile õhtul jäähoki MMi poolfinaalis üllatuslikult 0:1 Soomele kaotanud Venemaa mängijad olid pärast kohtumist mõistagi väga pettunud. Peeti neid ju turniiri suurfavoriidiks!,Reaction
"‚Nedá se slovy popsat, jaká je to úleva.‘ Jindřiškův životní gól udržel Bohemians v lize","Fotbalisté pražských Bohemians si nejvyšší soutěž zahrají i v příštím roce. Vršovický klub se vyhne baráži, což si zajistil remízou 1:1 s Opavou v závěrečném kole nadstavbové části. Vyrovnávací gól, který pro Pražany znamenal záchranu v první lize, přitom trefil kapitán týmu Josef Jindřišek až v poslední minutě nastaveného času.",Reaction
"Bayern: Kovac &quot;très heureux&quot; pour Tolisso","La finale de la Coupe d’Allemagne, remportée samedi soir par le Bayern Munich contre Leipzig (3-0), a été pour Corentin Tolisso l’occasion de faire son grand retour sur les terrains, plus de huit mois après sa rupture des ligaments croisés du genou gauche. Une délivrance pour le milieu de terrain français, et une satisfaction pour son entraîneur Niko Kovac.
&quot;Je suis très heureux pour lui, a déclaré le coach bavarois en conférence de presse, après le match. Il a vécu un long moment difficile et il était déçu de ne parfois pas être dans le groupe ces dernières semaines. Mais c’est compliqué… Il s’est bien entraîné toute la semaine. Après sa longue blessure, il a bien évolué techniquement et a été solide dans les duels.",Reaction
Gerard Pique believes Barcelona would have won treble if not for collapse against Liverpool,"Another nightmare game for Barcelona, this time against Valencia.",Reaction
"Robben: &quot;Ik besef nog niet helemaal dat alles nu voorbij is&quot;",Arjen Robben heeft zaterdag zijn allerlaatste wedstrijd voor Bayern München gespeeld. De Duitse kampioen maakte de dubbel compleet.,Reaction
”Omöjligt att uppskatta – det är inte ens hockey”,"Det råder fortsatt bitterhet bland ryssarna efter uttåget mot Finland i VM-semifinalen. Sport-Express krönikör Igor Jeronko menar att finländarna inte förtjänar sin finalplats sett till deras spel. ”Det är omöjligt att uppskatta det finska spelet, det är inte ens hockey”, skriver han. ",Reaction
Football Talk. Mertens: “Ik blijf bij Napoli”- Fellaini wint Belgisch onderonsje tegen Dembélé - Carrasco geeft assist bij Dalian Yifang,KV Kortrijk heeft beroep aangetekend tegen de twee speeldagen schorsing en 2.000 euro boete die werden opgelegd aan trainer Yves Vanderhaeghe. Dat...,Reaction
Дмитрий Хохлов: «Динамо» не планировал бороться за выживание,«Динамо» завершило сезон-2018/19 чемпионата России на 12-м месте.,Reaction
Виктор Гончаренко: «Сезон для ЦСКА неоднозначный. С нами точно не было скучно»,Главный тренер ЦСКА Виктор Гончаренко после победы над «Крыльями Советов» (6:0) подвел итоги сезона.,Reaction
Божович о 0:6 с ЦСКА: «Это просто позор. Мне стыдно»,Главный тренер «Крыльев Советов» Миодраг Божович высказался после поражения от ЦСКА (0:6) в матче 30-го тура чемпионата России.,Reaction
"Резиуан Мирзов: Приятно, что именно мы открыли новый стадион «Динамо»","Полузащитник «Арсенала» Резиуан Мирзов после ничьей с «Динамо» (3:3) в 30-м туре РПЛ отметил, что этот сезон стал самым удачным в его карьере.",Reaction
"MIHA DOBIO FLAŠU ŠAMPANJCA NA GLAVU: Dobio Napoli, pa se krio od fudbalera Bolonje","Srpski fudbalski trener Siniša Mihajlović je heroj Bolonje! Dobio je ovacije publike na početku utakmice sa Napolijem, spasao je Bolonju, osvojio neverovatnih 30 bodova u 17 mečeva i tim koji je već bio viđen u Seriji B doveo na 10. mesto!",Reaction
